UID,Name,NationID,Born,Age,Height,Weight,PositionsDesc
1394670546,Mark Elder,1435,02-10-2000,15,170,0,M RL
1394670547,Tom Gnjidic,1435,26-01-2000,16,188,0,GK 
1394670548,Marco Giordano,1435,26-02-2000,16,180,0,D RC
1394670549,Steve Stoilovic,1435,25-10-1999,16,167,0,M/AM R
1394670550,Simon Smyth,1435,15-05-2000,16,171,0,AM R
1394672516,Dae-Hee Lee,135,10-09-1999,16,175,0,GK 
1394672517,Yong-Hyuk Lee,135,09-05-1999,17,186,0,GK 
1394672518,Gun-Chul Hwang,135,31-01-2000,16,158,0,D L
1394672519,Jae-Hyung Kim,135,18-05-1999,17,172,0,D R
1394672520,Jong-Sun Hwang,135,02-04-1999,17,183,0,D LC
1394672521,Jong-Hwa Noh,135,17-12-1999,16,179,0,D LC
1394672522,Jong-Hyun Oh,135,14-04-1999,17,196,0,D LC
1394672523,Sung-Jin Park,135,19-09-1999,16,153,0,M/AM L
1394672524,Yong-Bum Oh,135,26-05-1999,17,190,0,M RL
1394672525,Byung-Uk Ko,135,25-09-1999,16,182,0,M RL
1394672526,Jung-Tak Kwon,135,31-08-1999,16,167,0,M R
1394672527,Jin-Yong Nam,135,11-01-2000,16,176,0,M LC
1394672528,Byung-Wook Jeong,135,22-01-2000,16,177,0,AM RC
1394672529,Dae-Hwan Shim,135,01-06-1999,17,182,0,DM 
1394672530,Jong-Soo Cho,135,22-06-1999,17,185,0,GK 
1394672531,Sang-Min Jang,135,13-10-1999,16,187,0,GK 
1394672532,Jung-Hyung Kim,135,03-10-1999,16,174,0,D L
1394672533,Deuk-Ha Park,135,20-04-1999,17,172,0,D RL
1394672534,Jin-Sung Oh,135,04-03-1999,17,195,0,D C
1394672535,Oh-Jin Jeong,135,27-10-1999,16,185,0,D LC
1394672536,Rae-Se Kim,135,09-05-1999,17,190,0,D C
1394672537,Hyo-Jin Yeon,135,25-11-1999,16,182,0,M/AM L
1394672538,Jeong-Seok Son,135,07-08-1999,16,172,0,AM L
1394672539,Je-Hyeok Choi,135,02-11-1999,16,168,0,M RL
1394672540,Byung-Joo Lee,135,12-09-1999,16,169,0,AM R
1394672541,Young-Jin Cho,135,09-08-1999,16,172,0,M/AM C
1394672542,Chang-Soo Kim,135,08-06-1999,17,170,0,DM 
1394672543,Dong-Jae Shim,135,23-04-1999,17,169,0,DM 
1394672544,Hyun-Jin Lee,135,15-11-1999,16,181,0,GK 
1394672545,Chang-Hyun Yoo,135,24-12-1999,16,183,0,GK 
1394672546,Seung-Hwan Kim,135,06-06-1999,17,156,0,D RL
1394672547,Byung-Min Choi,135,10-03-1999,17,167,0,D R
1394672548,Han-Woong Kang,135,26-04-1999,17,179,0,D LC
1394672549,Tae-Won Yoo,135,06-05-1999,17,187,0,D C
1394672550,Chang-Soo Lee,135,19-04-1999,17,187,0,D LC
1394672551,Young-Gyu Park,135,09-02-2000,16,171,0,M L
1394672552,Jong-Gu Choi,135,02-10-1999,16,183,0,M/AM L
1394672553,Young-Wook Son,135,12-08-1999,16,164,0,AM R
1394672554,Jong-Gu Hwang,135,07-08-1999,16,174,0,M R
1394672555,Hae-Seung Kim,135,29-03-1999,17,159,0,M LC
1394672556,Dae-Shik Kim,135,22-08-1999,16,177,0,DM 
1394672557,Hyeon-Jin Park,135,23-09-1999,16,165,0,DM 
1394672558,Woo-Seok Park,135,10-06-1999,17,191,0,GK 
1394672559,Hyun-Chul Won,135,11-02-2000,16,185,0,GK 
1394672560,Sang-Chul Kim,135,31-10-1999,16,171,0,D RL
1394672561,Ki-Bok Shin,135,01-03-1999,17,172,0,D R
1394672562,Dong-Min Kim,135,01-12-1999,16,180,0,D LC
1394672563,Joon-Hyuk Cho,135,14-06-1999,17,175,0,D RLC
1394672564,Hyun-Seong Yoon,135,19-05-1999,17,184,0,D LC
1394672565,Woo-Keun Oh,135,17-03-1999,17,176,0,M RL
1394672566,Yong-Min Ahn,135,20-03-1999,17,176,0,AM L
1394672567,Ki-Hoon Kim,135,20-04-1999,17,162,0,M R
1394672568,Ki-Duk Kim,135,28-02-1999,17,160,0,AM R
1394672569,Dong-Chul Kim,135,24-04-1999,17,169,0,AM C
1394672570,Min-Woo Kim,135,13-06-1999,17,174,0,DM 
1394672571,Min-Hyuk Min,135,13-11-1999,16,175,0,AM C
14025033,Kim Gwi Hyeon,135,04-01-1990,26,191,0,DM/M C
14042946,Rashid Mahazi,1435,20-04-1992,24,178,75,DM C
14048278,Kristopher Kioussis,1435,08-03-1992,24,176,0,D/WB/M L
140915,Josip Kozic,1435,03-06-1978,38,173,0,M C
14110848,Gavin De Niese,1435,11-11-1996,19,178,0,M/AM C
142195,Scott Brown,765,08-05-1985,31,176,65,DM/M C
142245,Matty Robson,765,23-01-1985,31,176,71,D/M/AM L
142537,Michael Dawson,765,18-11-1983,32,188,89,D C
143932,Anthony Dowding,765,13-09-1971,44,187,70,S C
143933,Michael Sealy,765,06-01-1984,32,170,70,M C
146837,Alfie Potter,765,09-01-1989,27,170,67,M/AM RLC
15000381,Yusuf Yusuf,1435,20-05-1985,31,178,0,AM R
15000384,Matthew Spiranovic,1435,27-06-1988,28,193,88,D C
15000399,David Price,1435,10-04-1989,27,178,82,M RC
15000400,Luka Jukic,1435,14-12-1985,30,176,70,M RC
15000401,Andrija Jukic,1435,03-06-1987,29,181,95,AM/S C
15000416,John Thornley,1435,11-03-1988,28,178,0,S 
15000524,Jamie England,765,27-05-1988,28,186,0,M LC
15000530,Craig Bowman,1435,23-09-1984,31,183,78,AM R
15000766,Stefan Vrbesic,1435,07-10-1989,26,170,58,AM/S RLC
15000767,James Brown,1435,19-02-1990,26,180,76,M/AM C
15000768,Myles Carseldine,1435,07-03-1990,26,172,0,AM R
15000772,Tahj Minniecon,1435,13-02-1989,27,182,0,AM/S R
15000832,Cyril Sharrock,765,25-11-1976,39,180,90,GK 
15000902,Alex Dunn,1435,21-05-1986,30,183,79,GK 
15000903,Craig Simpson,1435,12-07-1985,30,187,82,D RC
15000905,Julian Madaschi,1435,27-09-1985,30,180,80,D RC
15000909,Okwy Diamondstar,1435,16-08-1983,32,189,80,D C
15001074,Adam D'Apuzzo,1435,20-10-1986,29,185,75,D/WB L
15001075,Ben Kennedy,1435,14-02-1987,29,189,83,GK 
15001092,Nathan Lamont,1435,27-04-1986,30,180,80,D RL
15001098,Peter Moore,1435,08-06-1983,33,185,80,M C
15001115,Guy McDonald,765,11-01-1987,29,171,75,DM 
15001120,Phillip O'Callaghan,765,16-02-1987,29,174,78,AM/S C
15001128,Rowdy Yates,765,10-04-1990,26,178,0,D L
15001159,Matthew Bradley,1435,20-07-1981,34,185,0,GK 
15001165,Daniel Dacey,1435,23-04-1989,27,181,0,S 
15001173,Chris Hagell,1435,06-05-1985,31,178,0,M RC
15001181,Craig Parker,1435,29-08-1991,24,170,0,AM/S C
15001188,Chris Roulston,1435,03-07-1988,27,174,57,M RC
15001228,Matt Mundy,1435,08-05-1987,29,171,0,D RC
15001229,Joel Drewek,1435,27-05-1983,33,177,0,M LC
15001232,Gregory Thomas,1435,21-04-1976,40,171,0,AM/S C
15001233,Cody Lovell,1435,23-06-1983,33,170,0,M/AM L
15001234,Andrew Butler,1435,04-12-1986,29,166,0,M/AM R
15001236,Joshua Sherwood,1435,23-06-1987,29,176,0,AM RC
15001237,Jake Sherwood,1435,06-03-1988,28,170,0,M C
15001240,John Thompson,1435,25-08-1985,30,183,0,D LC
15001271,Shannon Cole,1435,04-08-1984,31,176,73,D/WB R
15001358,Jonathan Munoz,1435,03-06-1982,34,189,0,M C
15001367,Pasquale Barbaro,1435,07-09-1988,27,180,0,M/AM C
15001369,Jonathan Negus,1435,27-03-1984,32,186,0,D RC
15001372,David Paladino,1435,20-02-1987,29,179,0,DM/M LC
15001373,Anthony Orlando,1435,14-08-1988,27,176,0,S 
15001378,Scott Weidenbach,1435,01-03-1988,28,180,80,D RLC
15001380,Steven Grelli,1435,14-08-1986,29,179,0,M/S RC
15001388,Matthew Muscroft,1435,14-08-1985,30,181,0,DM C
15001390,Angelo Arambatzis,1435,11-04-1988,28,180,0,S 
15001407,Josef Anello,1435,18-04-1984,32,173,0,M C
15001408,Julian Torresan,1435,24-06-1986,30,195,0,GK 
15001413,Michael D'Aloisio,1435,15-01-1986,30,180,0,D C
15001414,Keegan Nash,1435,18-07-1986,29,186,0,D RC
15001448,Chris Dean,1435,16-11-1988,27,184,0,S 
15001459,Cameron Taylor,1435,20-08-1985,30,184,85,D C
15001460,Todd McSorley,1435,21-02-1987,29,175,0,D RLC
15001539,Johnny Cvetanovski,1435,24-07-1981,34,173,0,WB L
15001545,Nikola Roganovic,1435,12-12-1985,30,183,75,GK 
15001552,Joseph Youssef,1435,06-07-1987,28,184,79,AM/S RC
15001553,Michael Mazzarella,1435,11-08-1985,30,168,86,M/AM C
15001560,Gregory Lombardo,1435,03-04-1987,29,186,0,D RC
15001562,Anthony Colosimo,1435,11-07-1988,27,172,0,M/AM RC
15001563,Jason Principato,1435,27-04-1987,29,172,0,AM R
15001571,Craig Metcalfe,1435,03-03-1983,33,178,0,M C
15001573,Lindurim Tairi,1435,14-02-1985,31,181,0,M C
15001574,Jamie Cumming,1435,19-08-1988,27,182,0,D RC
15001575,Ben Cullen,1435,07-11-1986,29,175,0,D RL
15001576,Christopher McKenna,1435,10-09-1986,29,170,0,M C
15001578,Dominic D'Angelo,1435,23-10-1986,29,185,0,D/DM RC
15001580,Adrian D'Ortenzio,1435,01-12-1989,26,177,0,M C
15001583,Joel Nikolic,1435,25-12-1985,30,191,0,AM/S C
15001584,Phillip Riccobene,1435,21-07-1987,28,181,0,D RLC
15001585,Matthew Dimech,1435,13-01-1988,28,174,0,M C
15001592,Shaun Romein,1435,26-08-1986,29,181,0,DM/M C
15001605,Adriano Chiapetta,1435,24-09-1987,28,187,0,D C
15001610,Andrew Barisic,1435,22-05-1986,30,188,85,S 
15001611,Liam Cannell,1435,18-02-1988,28,182,0,D/DM/M RC
15001613,Dario Matkovic,1435,21-03-1985,31,181,0,M/AM RLC
15001617,Mate Dugandzic,1435,22-10-1989,26,174,75,AM/S RL
15001875,George Giannou,1435,09-11-1986,29,180,0,AM C
15001890,Yanni Galanos,1435,06-06-1985,31,180,74,AM RL
15001976,Joel Allwright,1435,04-03-1988,28,170,64,D/M RLC
15001982,Peter Eleftherakis,1435,14-01-1987,29,189,80,D RC
15001984,Peter Gavalas,1435,01-11-1987,28,182,82,GK 
15001986,Chris Grossman,1435,06-03-1987,29,181,73,D/DM/M RLC
15001987,Troy Hearfield,1435,31-10-1987,28,180,77,D/M/AM RC
15001990,Greg King,1435,06-08-1987,28,175,74,D/M/AM LC
15001991,Michael Marrone,1435,27-01-1987,29,179,75,D/DM RC
15001992,Chris Nunes,1435,06-01-1987,29,174,0,AM/S C
15001996,Nikita Rukavytsya,1435,22-06-1987,29,183,74,M/AM/S RL
15001999,Bruce Djite,1435,25-03-1987,29,185,85,S 
15002038,Dean Bouzanis,1435,02-10-1990,25,189,92,GK 
15002043,Jason Hoffman,1435,28-01-1989,27,186,75,D/S R
15002044,James Holland,1435,15-05-1989,27,182,74,DM C
15002046,Marko Jesic,1435,07-08-1989,26,178,77,S RC
15002047,Adrian Karakolevski,1435,08-04-1990,26,174,75,M/AM R
15002054,Andrew Redmayne,1435,13-01-1989,27,194,84,GK 
15002056,Jarrad Ross,1435,04-05-1990,26,180,0,D/DM/M C
15002057,Sebastian Ryall,1435,18-07-1989,26,180,75,D RC
15002058,Nathan Sherlock,1435,02-02-1990,26,181,75,D C
15002059,George Strogylos,1435,15-01-1990,26,173,0,M L
15002063,Nikolas Tsattalios,1435,01-03-1990,26,180,80,D/WB L
15002067,Bryan Bran,1435,02-03-1991,25,197,104,D C
15002068,Leigh Broxham,1435,12-01-1988,28,170,65,DM/M C
15002070,Fabio DiLizia,1435,22-02-1991,25,175,0,D L
15002071,Apostolos Giannou,1435,25-01-1990,26,185,79,AM/S C
15002072,Dimitri Hatzimouratis,1435,06-03-1990,26,174,73,M/AM/S R
15002073,Kile Kennedy,1435,08-04-1989,27,178,87,GK 
15002074,Milos Lujic,1435,15-02-1990,26,191,0,S 
15002076,Christopher Ross,1435,26-06-1989,27,181,78,DM C
15002077,Rudi Saglam,1435,02-06-1991,25,175,0,AM RLC
15002087,Brendan Beni,1435,07-06-1984,32,187,0,D/M RC
15002088,Nick Kalambokis,1435,11-08-1989,26,174,74,AM/S LC
15002091,Daniel Visevic,1435,30-11-1988,27,178,70,AM RLC
15002092,Shane Rexhepi,1435,30-12-1986,29,182,83,D RC
15002096,Dino Djulbic,1435,16-02-1983,33,194,90,D C
15002097,Tansel Baser,1435,17-04-1978,38,171,0,D/DM C
15002098,Andrew Bourakis,1435,15-03-1986,30,166,0,M C
15002099,Scott MacNicol,1435,25-02-1983,33,170,0,M R
15002100,Gianni De Nittis,1435,18-06-1986,30,184,0,AM/S C
15002101,James Stefanou,1435,15-04-1987,29,187,0,D RC
15002104,Fahad Algazaly,1435,01-07-1986,30,177,0,AM/S LC
15002105,Wesley Coles,1435,08-09-1987,28,178,0,GK 
15002107,Brett Gilmour,1435,24-05-1983,33,180,0,M L
15002108,Srecko Mitrovic,1435,11-09-1987,28,177,72,DM/M C
15002113,Fidell Richards,765,18-01-1980,36,180,0,AM/S C
15002114,Eddie Soares,1435,12-07-1983,32,173,0,WB R
15002115,Trent Waterson,1435,02-01-1984,32,181,0,AM RC
15002132,Justin Ansell,1435,13-08-1989,26,184,0,WB R
15002163,Michael Butters,1435,11-08-1987,28,183,72,D/WB/AM R
15002166,Michael Zullo,1435,11-09-1988,27,171,63,D/WB/AM L
15002223,Terry Hughes,1435,12-12-1985,30,173,73,M/AM C
15002236,Michael Van Moolenbroek,1435,15-01-1984,32,186,76,S 
15002288,Oliver Bozanic,1435,08-01-1989,27,179,75,M/AM LC
15002329,Griffin McMaster,1435,02-06-1983,33,188,83,GK 
15002333,Jack Petrie,1435,20-12-1988,27,175,0,DM/M C
15002351,Michael McEvoy,1435,12-03-1984,32,185,86,D L
15002402,Daniel Corbett,1435,08-09-1983,32,176,80,DM/M C
15002478,Ryan Love,1435,12-05-1987,29,185,0,D C
15002489,Nathan Knox,1435,12-04-1983,33,185,0,D C
15002490,Matthew McNab,1435,12-10-1988,27,173,0,M/AM C
15002491,Paul O'Brien,1435,03-05-1989,27,173,0,WB/DM/M R
15002492,Michael Pike,1435,04-02-1986,30,194,0,GK 
15002497,Ryan Stenhouse,1435,25-02-1980,36,182,0,D C
15002504,Paul Brownlie,1435,01-03-1982,34,170,0,S 
15002505,Cameron Draper,1435,03-06-1988,28,181,75,D/M C
15002508,Josh Evans,1435,24-07-1987,28,183,0,D C
15002638,Paul Mikula,1435,30-08-1985,30,177,0,D C
15002643,Alistair Pase,1435,17-06-1987,29,182,0,AM/S R
15002647,Nathan Minter,1435,15-02-1986,30,182,0,GK 
15002655,Matthew Wilson,1435,09-09-1989,26,172,0,AM/S R
15002658,Kieran Gonzalez,1435,09-03-1989,27,193,0,GK 
15002662,Derek Lawrie,1435,06-01-1990,26,171,0,M C
15002665,Jared Raimondi,1435,15-03-1991,25,173,0,S 
15002767,Trent Kay,1435,27-02-1987,29,186,75,D/WB L
15002769,Andy Pomfret,1435,09-11-1987,28,178,70,DM/M C
15002796,Dean Apelgren,1435,13-06-1985,31,175,0,M C
15002819,James McPhail,1435,02-12-1989,26,170,0,AM C
15002857,Tommy Amphlett,1435,14-11-1988,27,173,72,S 
15002866,Jason Mirco,1435,09-02-1990,26,176,0,M RC
15002868,Ryan McDarby,1435,25-09-1989,26,181,0,M C
15002871,Howard Fondyke,1435,05-01-1990,26,180,75,DM/M C
15002882,Scott Bushby,1435,15-12-1987,28,184,0,M/AM RC
15002911,Allan Claxton,1435,11-05-1989,27,172,0,S 
15002912,Jamie De Abreu,1435,11-12-1990,25,183,0,M/AM R
15002927,Ben Howe,1435,25-04-1985,31,165,0,AM/S RL
15002930,James Isaia,1435,12-07-1985,30,175,0,D/M C
15002938,Kodi Madeley,1435,17-11-1987,28,180,0,AM LC
15002943,Ryan Pearson,1435,31-07-1989,26,173,65,D/WB R
15002944,Daryl Platten,1435,24-04-1986,30,185,0,D C
15002975,Andy Brown,765,11-03-1982,34,171,0,M C
15002986,Luke Doyle,1435,25-11-1988,27,170,0,D R
15003015,Jake Loreto,1435,04-01-1986,30,190,0,M L
15003029,Patrick Quinn,1435,16-03-1989,27,172,0,WB/M R
15003030,Goran Radinovic,1435,17-01-1988,28,173,0,D C
15003040,Daniel Trevisiol,1435,13-01-1988,28,173,70,AM L
15003042,Paul Van Dongen,1435,07-10-1983,32,180,76,AM/S C
15003043,Simon Versaico,1435,20-06-1987,29,180,70,M/S RC
15003183,Mitchell Blowes,1435,25-02-1981,35,190,0,GK 
15003200,Robert Mileski,1435,16-05-1987,29,178,0,AM/S R
15003201,Carlo Musemeci,1435,07-05-1984,32,179,0,AM/S R
15003225,Steve Kayes,1435,29-09-1987,28,179,0,M RC
15003227,Harris Gaitatzis,1435,18-06-1987,29,165,0,AM C
15003230,Ben Gough,1435,01-09-1987,28,174,0,AM/S RL
15003231,Matt Nemes,1435,02-04-1987,29,180,81,GK 
15003257,Mark D'Alessandro,1435,19-12-1978,37,171,0,D C
15003280,Nicolas McInerney,1435,25-05-1986,30,165,0,D R
15003283,Evangelos Petratos,1435,03-06-1968,48,174,0,M RC
15003308,Dominic Hudap,1435,09-07-1984,31,169,0,M C
15003311,Dominic Arcella,1435,17-04-1983,33,174,0,M C
15003318,David D'Apuzzo,1435,05-09-1988,27,170,65,D L
15003329,Nathan Denham,1435,10-08-1984,31,190,0,GK 
15003333,Steve Hayes,1435,01-02-1985,31,177,0,M C
15003336,Dean Kerr,1435,05-06-1986,30,186,0,D LC
15003412,Ryan Dingle,1435,23-01-1991,25,177,76,D RLC
15003413,Alex Sunasky,1435,14-03-1989,27,182,71,D/DM/M C
15003416,Kosta Mantis,1435,15-02-1991,25,168,55,M/AM C
15003418,Dylan McGowan,1435,06-08-1991,24,180,66,D/DM RC
15003419,Joseph Polisena,1435,16-01-1991,25,182,65,M C
15003420,Matthew Mullen,1435,28-02-1989,27,182,76,M/AM C
15003424,Lucas Andreucci,1435,15-02-1991,25,184,77,GK 
15003485,Andrew Purnell-Webb,1435,12-12-1981,34,180,95,GK 
15003487,Nicholas Hulme,1435,05-02-1985,31,195,68,D/WB R
15003492,John Costello,1435,19-07-1984,31,185,85,D C
15003493,Mitch Nichols,1435,01-05-1989,27,181,79,M/AM C
15003541,David Perich,1435,02-01-1986,30,172,0,M RC
15003543,Milorad Vujacic,1435,08-12-1983,32,167,0,M/AM RC
15003550,Matthew Hilton,1435,27-02-1986,30,176,73,S 
15003552,Michael Negrepontis,1435,17-03-1975,41,185,90,GK 
15003559,Lee Vernon,1435,09-08-1979,36,185,85,AM/S RL
15003574,Dejan Aleksic,1435,22-05-1991,25,181,73,GK 
15003596,Shane Nunes,1435,23-08-1984,31,171,0,D C
15003617,Dejan Gurovski,1435,06-06-1987,29,183,74,AM/S RC
15003622,Brodie Martin,1435,15-03-1987,29,180,67,M/AM C
15003631,Cameron Yorke,1435,02-07-1989,27,180,70,D C
15003713,Lee Parker,1435,18-07-1989,26,176,74,D/WB/M L
15003793,David Micevski,1435,25-02-1986,30,182,79,M C
15003824,Richard Neville,1435,16-08-1985,30,178,0,AM/S R
15003855,Juso Julardzija,1435,07-10-1988,27,175,0,AM/S C
15003895,Andy Drager,1435,03-06-1985,31,174,0,D RC
15003896,Nicky Parfitt,1435,15-11-1982,33,171,0,D L
15003899,Brodie Kenyon,1435,07-06-1986,30,169,0,M C
15003900,Phil Brown,1435,05-08-1985,30,174,0,M/AM L
15003901,Michael Brown,1435,25-06-1987,29,173,0,AM L
15003902,Shaun Kitching,1435,20-10-1985,30,175,0,AM/S RC
15003903,Ben Hunt,1435,07-06-1985,31,171,0,S 
15003905,Ian Keen,1435,07-12-1984,31,168,0,S 
15003908,Michael Pugliese,1435,14-09-1989,26,185,0,D RC
15003912,Ludovic Boi,1435,27-03-1989,27,167,63,AM LC
15003916,Jordan Rhodes,1435,17-04-1987,29,171,0,M R
15003917,Steven Hesketh,1435,15-12-1988,27,178,75,D LC
15003918,Phil Arnold,1435,28-05-1989,27,162,0,AM R
15004041,Mitchell Langerak,1435,22-08-1988,27,192,81,GK 
15004332,Daniel Barakat,1435,19-10-1988,27,182,0,S 
15004371,Kamil Brzostek,1435,18-09-1987,28,192,0,GK 
15004374,Antoni Jankovski,1435,08-01-1985,31,189,0,D C
15004375,Andres Jerez,1435,27-04-1990,26,178,0,M C
15004376,Nicholas Katsamboukas,1435,14-07-1985,30,169,0,D R
15004380,Nicholas Stamatiou,1435,17-07-1987,28,185,0,DM/M C
15004382,Antun Vulic,1435,06-06-1984,32,179,0,S 
15004528,Frank Drakopoulos,1435,14-12-1983,32,182,0,D C
15004529,Mladen Tosic,1435,23-09-1988,27,189,0,GK 
15004534,Matthew Grbesa,1435,01-05-1987,29,186,0,D/DM C
15004535,Ivan Franjic,1435,10-09-1987,28,180,77,D/WB R
15004537,Alex Rojas,1435,06-06-1987,29,176,0,M/AM C
15004619,Cameron Watson,1435,31-05-1987,29,182,78,DM/M RC
15004914,Tom Dittmar,1435,12-08-1989,26,173,0,D/M L
15004916,Evan Kounavelis,1435,14-12-1989,26,169,0,AM RL
15004923,Foti Likouras,1435,07-08-1987,28,193,0,D C
15004925,Daniel Carter,1435,25-01-1990,26,186,0,M C
15004926,Daniel Stuart,1435,06-02-1981,35,176,0,M/AM R
15004930,Yannick Skull,1435,28-02-1990,26,173,0,M RLC
15005104,Devon Spence,1435,10-01-1991,25,186,95,GK 
15005330,Todd Howarth,1435,25-01-1982,34,186,85,M/AM L
15005394,Mitchell Bevan,1435,20-02-1991,25,173,75,M/AM L
15005397,Brent Holden,1435,20-05-1991,25,176,0,D RC
15005399,Jordan Mason,1435,18-06-1992,24,180,78,D/DM C
15005400,Joshua McVey,1435,09-08-1991,24,179,67,AM/S R
15005405,Michael Ryan,1435,04-02-1991,25,180,74,D C
15005506,Dean Evans,1435,07-03-1990,26,181,76,D/DM/M C
15005507,Dannie Richman,1435,02-11-1990,25,178,0,AM RC
15005581,Mark Donnelly,1435,31-10-1979,36,173,0,D RC
15005637,Anthony Skorich,1435,19-03-1990,26,185,76,AM/S R
15005781,Jovo Pavlovic,1435,16-08-1989,26,175,57,D RC
15005909,Luke Borean,1435,16-10-1990,25,183,94,GK 
15005912,James Meyer,1435,28-05-1986,30,178,71,AM/S C
15005917,Karl Slevin,1435,17-09-1990,25,184,76,M/S C
15005956,Joe Ives,1435,19-10-1991,24,179,0,
15005966,Emlyn Whetnall,1435,24-07-1981,34,169,0,D C
15006254,Matthew Acton,1435,03-06-1992,24,184,85,GK 
15006255,Zac Anderson,1435,30-04-1991,25,189,88,D C
15006266,Tommy Oar,1435,10-12-1991,24,170,73,M/AM RL
15006268,Matt Thurtell,1435,18-09-1992,23,178,72,S 
15006269,Tyler Thurtell,1435,18-05-1991,25,180,76,AM/S C
15006312,Darren Gray,1435,24-10-1986,29,179,0,D/DM C
15006313,Trent Hansen,1435,29-01-1988,28,185,0,D RLC
15006314,Jason Launchbury,1435,06-07-1985,30,180,0,D C
15006574,Daniel Niederberger,1435,18-03-1983,33,189,0,S 
15006576,James Sammut,1435,12-12-1989,26,178,68,M C
15006577,Brendan Craig,1435,20-02-1990,26,179,0,S 
15006658,Laurence Braude,1435,26-05-1989,27,173,68,M/AM R
15006661,Domenic Giampaolo,1435,20-04-1988,28,175,0,S 
15006663,Richard Greer,1435,10-01-1989,27,185,70,M C
15006668,Matthew Jurman,1435,08-12-1989,26,190,84,D LC
15006669,Dane Milovanovic,1435,02-12-1989,26,190,81,DM/M C
15006670,Daniel Mullen,1435,26-10-1989,26,185,80,D RC
15006671,Jason Naidovski,1435,19-07-1989,26,183,0,S 
15006673,Jerrad Tyson,1435,21-09-1989,26,189,85,GK 
15006787,Kristoffer Dennis,1435,06-09-1990,25,170,0,D C
15006825,Josh Pugh,765,24-01-1991,25,183,0,D L
15006843,Tom Guttormsen,1435,14-07-1984,31,166,0,AM RC
15006844,Schon Hansen,1435,16-06-1990,26,198,0,D R
15006846,Robbie Livingstone,1435,14-03-1991,25,170,65,M C
15006955,Damien Catalano,1435,14-03-1984,32,176,0,S 
15006957,David Foster,1435,24-11-1983,32,167,0,AM/S C
15006959,John Monterosso,1435,16-10-1986,29,173,0,S 
15006960,Rory Mouttet,1435,27-09-1979,36,172,0,M RC
15007075,Daniel Trueman,1435,18-09-1980,35,168,71,DM 
15007078,Jeremy Gamez,1435,12-03-1986,30,178,82,M RC
15007265,James Yong,1435,10-05-1987,29,173,0,M/AM C
15007287,Adam Biddle,1435,27-07-1988,27,182,82,M/AM R
15007289,Ben Vidaic,1435,29-01-1988,28,190,85,S 
15007852,Mark Birighitti,1435,17-04-1991,25,187,84,GK 
15007954,Adam Sarota,1435,28-12-1988,27,182,73,M RC
15008097,Mark Redshaw,765,25-09-1984,31,170,0,S 
15008182,Chris Payne,1435,15-09-1990,25,179,82,S R
15008525,Trent Clulow,1435,11-10-1986,29,176,70,AM C
15008543,Julian Zullo,1435,31-03-1990,26,178,0,AM RL
15008552,Shane Coffey,1435,12-04-1983,33,182,0,S 
15008565,Golgol Mebrahtu,1435,28-08-1989,26,185,78,S R
15008605,Steven Cleary,1435,04-03-1985,31,176,0,AM/S C
15008651,Ryan Smith,1435,04-12-1981,34,190,0,D/DM C
15008658,Tyson Holmes,1435,09-11-1987,28,188,82,M/AM RC
15009021,Michael Angus,1435,20-02-1990,26,172,63,M/AM C
15009023,Bobby Russell,1435,25-07-1993,22,165,60,AM RL
15009027,Jamal Spelta,1435,01-04-1993,23,166,0,D RLC
15009028,Jordan Farina,1435,19-04-1992,24,180,72,S 
15009029,Koh Satake,1435,17-03-1992,24,184,0,M C
15009031,Ryan Mottin,1435,27-03-1992,24,178,78,D RC
15009059,Bonel Obradovic,1435,17-03-1989,27,172,67,D/DM/M RC
15009061,Daniel Bowles,1435,19-10-1991,24,189,80,D RC
15009063,Ivan Pavlak,1435,19-02-1990,26,173,0,AM L
15009064,Kofi Danning,1435,02-03-1991,25,173,76,AM/S R
15009066,Rhyan Grant,1435,26-02-1991,25,174,74,D/DM/M RC
15009077,Ben Kantarovski,1435,20-01-1992,24,183,74,D/DM/M C
15009242,Marton Vass,1435,20-02-1985,31,174,0,D/DM/M C
15009243,Robert Younis,1435,14-08-1985,30,186,83,S 
15009249,Metin Alibeyi,1435,24-01-1985,31,178,0,M RC
15009251,Roberto Bazzano,1435,25-11-1988,27,178,0,DM/M C
15009252,Chris Greechan,1435,24-11-1985,30,189,0,S 
15009259,Dejan Radojicic,1435,08-07-1986,29,174,0,M C
15009268,Aziz Behich,1435,16-12-1990,25,170,72,D/WB L
15009270,Craig Cooley,1435,15-09-1982,33,165,0,WB R
15009271,Hugo Coronel,1435,24-01-1985,31,185,0,S C
15009542,Todd Snowdon,1435,25-08-1991,24,176,0,M/S C
15009581,Shannon Hankin,1435,22-07-1986,29,181,0,S 
15009588,Adam Wither,1435,30-11-1984,31,192,0,D RC
15009594,James Kalifatidis,1435,08-08-1990,25,178,0,S 
15009596,Daniel Neesham,1435,26-05-1988,28,185,82,GK 
15009597,Andrew Viola,1435,06-03-1989,27,188,78,D RC
